⺁	px
𮬛	yy
𮬜	yv
𮬝	ys
𮬞	dy
𮬟	yh
𮬠	yl
𮬡	yg
𮬢	yw
𮬣	yx
𮬤	yv
𮬦	nw
𮬪	zn
𮬫	nw wn
𮬬	fn nf
𮬮	nb
𮬰	bn ng
𮬱	nu un
𮬲	nt tn
𮬳	ns
𮬸	nv
𮬹	kn no
𮬺	ln nl
𮬻	nf
𮬽	ln nl
𮬾	mn nm
𮬿	nk rn
𮭀	nm
𮭁	mn nm
𮭃	kn nk
𮭄	nx
𮭈	ns sn
𮭉	jn nj
𮭋	dn ny
𮭎	hn no
𮭐	ny wn
𮭑	nu un
𮭕	nq qn
𮭘	ns sn
𮭙	mn nq
𮭛	yp
𮭜	ng qn
𮭝	nx vn
𮭞	nu qn
𮭟	gn ng
𮭠	bn nv
𮭡	jn
𮭢	yn
𮭤	bn
𮭥	gn
𮭦	nc
𮭨	ny
𮭩	bn
𮭪	un
𮭬	lj lw
𮭭	bm tm
𮭮	bl
𮭰	lk
𮭱	gh
𮭲	lk
𮭴	gb yb
𮭵	lm
𮭶	ls
𮭷	lh
𮭹	bb
𮭺	lg
𮭼	mb
𮮀	my
𮮂	mx
𮮃	my
𮮄	mm
𮮅	mq
𮮆	mb
𮮇	mm
𮮈	mm
𮮊	mg
𮮍	ms sl
𮮏	hv vh
𮮐	hx
𮮑	hx
𮮖	hl
𮮙	hl
𮮜	yh
𮮟	mh
𮮠	ce
𮮢	gm mg
𮮤	ma ym
𮮥	dc
𮮦	jw
𮮧	gi ig
𮮨	bp
𮮪	bg gb
𮮫	jt
𮮬	ui
𮮯	ud
𮮰	bd
𮮱	zd
𮮲	za
𮮳	ba
𮮴	zb
𮮵	bb
𮮹	bp
𮮺	wa
𮮻	wa
𮮼	wo
𮮽	vr
𮮾	vb
𮯀	iq
𮯂	iu
𮯃	vv
𮯄	ix
𮯅	vg
𮯇	vz
𮯈	vk
𮯋	vk
𮯌	vy
𮯍	id
𮯎	vw
𮯏	il li
𮯑	io
𮯓	iq
𮯘	iy
𮯙	ik
𮯚	lh
𮯛	dg
𮯜	bd
𮯝	rr
𮯞	do
𮯟	do
𮯰	aa
𮯱	pd kd
𮯲	pg ng
𮯳	wh hh
𮯴	re
𮯵	rw
𮯶	rj
𮯷	ri
𮯸	rl
𮯹	rf
𮯺	rq
𮯻	ru
𮯼	rh rj
𮯾	rh
𮰁	rf
𮰄	bl
𮰅	bl
𮰈	dl
𮰉	jf fj
𮰊	ij ji
𮰋	jb yj
𮰌	yd
𮰍	ll
𮰎	lh
𮰑	id
𮰒	yn
𮰓	yg
𮰔	kw
𮰕	gy
𮰛	tr
𮰜	tl
𮰝	mt tj
𮰟	ty yt
𮰠	tt
𮰡	tx xt
𮰣	ft tf
𮰤	td
𮰥	th
𮰦	tz
𮰧	ty
𮰪	td
𮰫	ta
𮰬	tu
𮰮	tn
𮰰	uc
𮰲	uv
𮰶	db bd
𮰸	ny
𮰹	nt
𮰻	nf
𮰼	nb bn
𮰽	nl
𮰾	nl
𮰿	nj
𮱀	nx
𮱁	nj
𮱂	ny yn
𮱅	nx pn
𮱆	nm
𮱇	nl
𮱈	nx
𮱊	nl
𮱋	ny
𮱌	nh hn
𮱍	nj
𮱎	nh
𮱐	nw
𮱑	ny yn
𮱒	nn
𮱓	nl
𮱔	nl
𮱕	ny
𮱚	nl
𮱜	dl zm
𮱞	by
𮱠	hj
𮱡	xz
𮱢	xu
𮱣	wg
𮱥	ul uf
𮱦	uf
𮱧	ud
𮱨	ue
𮱩	uj
𮱪	ud
𮱫	ub
𮱬	uq
𮱭	ul
𮱯	ud
𮱱	uf
𮱲	uq
𮱵	gq
𮱸	gw
𮱹	pc cp
𮱻	xu
𮱼	xj
𮱿	xj
𮲀	xb
𮲁	xj
𮲂	xf
𮲃	xl
𮲄	xd dx
𮲅	xv
𮲆	xf fx
𮲇	xg
𮲈	xl
𮲉	xm
𮲊	xy
𮲋	xj
𮲍	gt
𮲎	wm
𮲏	fk
𮲐	vy
𮲒	qu uw
𮲓	yw wy
𮲔	qw wq
𮲕	wm mw
𮲙	fj
𮲛	oy
𮲝	oy
𮲞	ob
𮲟	oy
𮲡	og
𮲢	yo oy
𮲥	ot
𮲦	os
𮲧	of
𮲨	ob
𮲫	ox
𮲬	mt
𮲭	mc
𮲮	mu
𮲯	my
𮲰	mb
𮲱	ib
𮲲	mq
𮲴	mv
𮲶	mj
𮲸	my
𮲹	my
𮲺	mj
𮲿	vv
𮳃	dy
𮳅	dy
𮳆	dh
𮳉	dj
𮳊	dy
𮳍	dg
𮳏	dx
𮳐	di
𮳑	db
𮳔	dy
𮳖	dx
𮳗	du
𮳚	hy
𮳛	hf
𮳜	hx
𮳝	hf hj
𮳠	hf
𮳢	ha
𮳣	hd
𮳤	hj
𮳥	hl
𮳦	hh
𮳧	hq
𮳨	hg
𮳬	hl
𮳮	hj
𮳱	hg
𮳳	hz
𮳴	hh
𮳵	hj
𮳷	hx
𮳸	hy
𮳺	nm
𮳻	nl
𮴀	ww
𮴂	wy
𮴃	wy
𮴅	wl
𮴆	wf
𮴇	wf
𮴉	wv
𮴊	wi
𮴋	wu
𮴌	wl
𮴏	wy
𮴐	wi
𮴔	wh
𮴗	wy
𮴘	wd
𮴙	wz
𮴚	wj
𮴛	wh
𮴜	wz
𮴞	ww
𮴟	wl
𮴡	ww
𮴣	wu
𮴤	wi
𮴦	wf
𮴧	wu
𮴨	wz
𮴩	wx
𮴫	ww
𮴯	wu
𮴶	wy
𮴷	ww
𮴸	wc
𮴹	wl
𮴼	wn nw
𮴾	tw
𮴿	tn
𮵁	th
𮵅	oy
𮵆	ow
𮵉	uj
𮵋	uu
𮵎	ut
𮵏	uz
𮵐	uv
𮵑	ux
𮵒	uy yu
𮵓	uy
𮵕	um
𮵖	uy
𮵙	ul
𮵛	uz
𮵠	hw
𮵣	hs qq
𮵤	hu
𮵥	ly
𮵨	lw
𮵫	vl
𮵬	vw
𮵭	vf
𮵮	vn
𮵱	vl
𮵳	vy
𮵴	vv
𮵷	vj
𮵺	hm mw
𮵻	mb
𮵽	mv
𮵾	su is
𮵿	si
𮶀	sy
𮶁	sc
𮶂	sf
𮶃	st
𮶅	sr
𮶆	sc
𮶇	bc
𮶈	jy yj
𮶋	yi
𮶌	yx xy
𮶍	iy yi
𮶏	ey
𮶐	ey
𮶑	ey
𮶒	eg
𮶔	ow
𮶕	ou
𮶖	zw
𮶗	vg
𮶘	vy
𮶙	vj
𮶚	vo
𮶛	cq
𮶜	cs
𮶝	cy
𮶞	cf
𮶟	cl
𮶠	cb
𮶡	cy
𮶢	ci
𮶤	cy
𮶦	cm
𮶩	cy
𮶪	cy
𮶫	cv
𮶬	cq
𮶭	cu
𮶮	cb
𮶯	cx
𮶳	cw
𮶷	cm
𮶸	cj
𮶺	ho
𮶻	if fi
𮶼	iu
𮶽	iy
𮶾	ix
𮶿	yn
𮷃	yy
𮷄	pj jb
𮷅	yd
𮷇	yl
𮷈	yq
𮷉	yy
𮷊	yf
𮷍	bn
𮷏	yy
𮷖	ij
𮷗	it
𮷚	iv vi
𮷛	ii
𮷝	iy
𮷞	zf
𮷟	zh
𮷠	zu
𮷡	zq
𮷢	zj
𮷣	zy
𮷤	zd
𮷥	zx
𮷧	zu
𮷨	le
𮷩	oe
𮷪	qe
𮷬	xe
𮷯	ej je
𮷰	jd
𮷲	jb
𮷳	xj jx
𮷴	jx
𮷵	jj
𮷶	jy
𮷷	jf
𮷸	jy
𮷺	jw
𮷻	jf
𮷽	jy
𮸀	jd
𮸂	jy
𮸃	jy
𮸄	jr
𮸆	jq
𮸈	jj
𮸊	jl
𮸋	jy
𮸌	jx
𮸏	jj jw
𮸐	jf
𮸔	ji
𮸕	jt
𮸖	jm
𮸗	jx
𮸙	jq
𮸛	jq
𮸜	jd
𮸞	jj
𮸟	ji
𮸠	jk
𮸢	jk
𮸤	it
𮸥	mj
𮸦	mk
𮸧	mu
𮸨	eq
𮸩	ex
𮸫	yf
𮸬	yy
𮸮	gj
𮸲	yy
𮸳	yu
𮸶	yy
𮸷	yy
𮸹	gy yg
𮸺	pp
𮸻	fy
𮸼	fy yf
𮸽	ff
𮹀	xb
𮹁	my
𮹂	mf
𮹄	mt
𮹅	mm
𮹆	my
𮹋	mv
𮹌	mm
𮹑	gt
𮹓	yw wy
𮹕	dn nd
𮹗	nl un
𮹘	nb hn
𮹙	nc cn
𮹜	ny yn
𮹝	ll
𰀁	aa ae
𰀂	ak ka
𰀃	ak
𰀄	ak ka
𰀆	aq
𰀈	ad fd
𰀉	av
𰀋	qa
𰀎	uu
𰀏	gu ug
𰀐	as
𰀒	bb
𰀓	aj
𰀔	at
𰀕	bb
𰀖	ag
𰀗	uu
𰀘	br ra
𰀚	bv
𰀛	at
𰀝	qq
𰀞	li
𰀟	bv
𰀠	ad bp
𰀡	ay
𰀣	af jf
𰀧	av jv
𰀩	vv
𰀪	pp
𰀫	py
𰀬	nr
𰀮	vc
𰀶	dy yb
𰀷	gu ug
𰀺	gy yg
𰀻	gv vg
𰁃	yb by
𰁇	jq
𰁑	fg
𰁒	ll
𰁓	fv
𰁕	eq qe
𰁖	ea
𰁗	ei
𰁘	aa
𰁙	er
𰁚	yf
𰁛	ym
𰁜	wd
𰁝	wp
𰁞	wd we
𰁟	wl
𰁠	ld
𰁡	rr
𰁢	ru
𰁣	rg
𰁤	yr ry
𰁥	ry
𰁦	rw
𰁧	rc rr
𰁨	rp
𰁩	rd
𰁬	rd rj
𰁭	ry
𰁮	br rb
𰁯	ry
𰁰	fr rf
𰁱	rs
𰁲	ra rv
𰁳	rj
𰁶	ru
𰁸	rd
𰁹	rz
𰁺	rg
𰁻	rd
𰁼	rx
𰁽	jj
𰁾	rf
𰁿	rh
𰂀	rh
𰂂	rj
𰂃	rx
𰂄	ra
𰂅	uh hu
𰂆	rg rt
𰂇	rb
𰂈	rr
𰂉	rd
𰂊	ry
𰂋	rj
𰂌	rq
𰂍	ry
𰂎	ro rx
𰂏	rm
𰂓	rg
𰂕	ro
𰂖	fx
𰂗	rd
𰂘	ry
𰂙	rd
𰂛	rv
𰂜	rg rk
𰂝	qp
𰂟	rj
𰂠	rv
𰂢	rx
𰂣	rf
𰂥	rx xm
𰂦	rl
𰂧	rt
𰂨	rv
𰂩	rz
𰂫	rw
𰂬	ro
𰂭	rc ry
𰂮	rp
𰂱	rv
𰂴	ry
𰂵	ri
𰂶	rl
𰂷	rz rb
𰂸	rd
𰂹	rg
𰂻	rb rk
𰂼	rx
𰂽	fj
𰂾	rb ru
𰂿	lh rh
𰃆	rk rz
𰃈	fp rp
𰃊	eu
𰃋	nx
𰃍	gg
𰃎	be ej
𰃏	yv
𰃖	rj
𰃗	ro
𰃘	rj
𰃝	qd
𰃞	rl
𰃠	gn
𰃡	bb
𰃢	xx
𰃣	lh
𰃤	ri
𰃥	ly
𰃦	kp pk
𰃧	kr
𰃨	ky
𰃩	kx
𰃪	kv
𰃫	kh hk
𰃭	kr
𰃯	bp
𰃰	by
𰃱	bz
𰃲	bl
𰃳	bg
𰃴	bg
𰃵	du
𰃷	dc
𰃸	dh
𰃹	dl
𰃺	dp
𰃻	db
𰃼	dy
𰃽	dx
𰃿	dm
𰄁	dc
𰄈	dx
𰄒	ay
𰄔	ii
𰄘	ie ke
𰄚	dd
𰄜	xd
𰄝	yd
𰄞	vd
𰄡	dw
𰄢	dw wd
𰄨	dd
𰄩	zd
𰄭	ld
𰄯	ld
𰄰	td
𰄱	fb
𰄻	ld
𰄾	jd
𰅁	dg
𰅃	db mf
𰅆	cn
𰅈	md
𰅉	jl lj
𰅊	dl ld
𰅋	bl lb
𰅍	jl lj
𰅏	jl
𰅐	ml zm
𰅑	jl lt
𰅓	jl lj
𰅔	ll
𰅕	lc cl
𰅖	ll
𰅛	gb
𰅡	bc cb
𰅢	bq
𰅣	kb
𰅤	kh
𰅥	km
𰅦	kd
𰅩	kb
𰅪	kv
𰅫	ke
𰅬	pp
𰅭	bu ub
𰅮	nu un
𰅰	ua
𰅱	ux xu
𰅲	uu
𰅴	ub ud
𰅵	ux bu
𰅶	uy
𰅷	uv
𰅸	ui
𰅹	uu
𰅻	hj
𰅽	ud
𰅾	pu
𰆀	nn
𰆂	nn un
𰆃	by
𰆄	ao bo
𰆅	bk
𰆆	bk
𰆇	by
𰆈	bt
𰆉	be
𰆋	ee
𰆍	ew we
𰆎	od
𰆓	ed jd
𰆕	iy
𰆖	iy
𰆗	iw
𰆘	iu
𰆙	il
𰆚	iq
𰆜	iu
𰆝	if
𰆞	ij
𰆟	io
𰆡	iq
𰆢	iu
𰆣	iy
𰆤	iy
𰆥	id
𰆦	id
𰆧	ij
𰆨	ib
𰆩	ii
𰆪	iq
𰆬	yy
𰆭	sf
𰆮	sy
𰆰	ry yp
𰆲	cy
𰆳	yh
𰆴	by yb
𰆶	ya
𰆷	yd
𰆸	oy yo
𰆺	vy yv
𰆻	yg
𰆼	ey
𰆿	cy yu
𰇀	by yb
𰇂	vy ye
𰇃	yv
𰇅	yb
𰇇	ke
𰇉	gk kg
𰇊	kv
𰇋	dk kd
𰇌	ku uk
𰇎	kd
𰇏	ko
𰇐	kt
𰇑	ck kc
𰇕	kj
𰇖	kd
𰇗	kk
𰇘	kz
𰇚	ib
𰇜	ki
𰇝	vt
𰇞	kl
𰇟	dk kp
𰇠	jl
𰇡	kg
𰇢	km
𰇣	kx
𰇩	bk kb
𰇪	kv
𰇫	kb
𰇭	bk kd
𰇰	kv
𰇲	kt
𰇴	hl
𰇶	kg
𰇷	kf
𰇸	km
𰇺	gk
𰇼	kc
𰇽	ku
𰇾	st
𰈁	kt
𰈂	kv
𰈄	ku
𰈆	kl
𰈇	ki
𰈈	kj
𰈊	kd
𰈍	kq
𰈎	kx
𰈐	kx
𰈒	kn
𰈓	kj
𰈔	ku
𰈚	kb
𰈝	kb
𰈡	kb
𰈢	kd
𰈣	kx
𰈥	kt
𰈦	kh
𰈪	kh
𰈫	ag kg
𰈬	kn kc
𰈭	kh
𰈮	kk
𰈯	kx
𰈳	kk rk
𰈶	kf
𰈸	kj
𰈺	jk kp
𰈼	kl
𰉀	kj
𰉁	ky
𰉄	kz
𰉅	kg
𰉋	kw
𰉌	kx
𰉎	kp
𰉏	kv
𰉐	ss
𰉑	kg
𰉒	jh
𰉓	kg
𰉖	tk
𰉗	tb bt
𰉘	tw
𰉙	tg
𰉚	tj
𰉜	tj
𰉝	tm
𰉞	ty
𰉡	td
𰉣	tf
𰉥	tj
𰉧	ty yt
𰉨	te
𰉩	tq
𰉪	th
𰉭	tx
𰉯	ti it
𰉰	tv
𰉱	tq
𰉲	tm
𰉳	tk
𰉵	tw
𰉷	tu ut
𰉺	tm
𰉼	pt tp
𰉽	tx
𰉾	ty
𰉿	th yt
𰊀	tu ut
𰊂	td
𰊃	tm
𰊄	tu
𰊅	td
𰊈	jt tj
𰊉	dt tf
𰊊	tz
𰊋	tn tc
𰊌	tt
𰊍	ty
𰊏	tm
𰊑	tj
𰊒	tg
𰊓	td
𰊕	tt
𰊗	td tt
𰊙	tu ut
𰊛	tk
𰊜	tz
𰊟	tl
𰊡	ty
𰊢	jt tj
𰊣	dt td
𰊤	tu ut
𰊩	kt tk
𰊪	kt ti
𰊭	jj
𰊮	tu
𰊰	dv td
𰊱	tj
𰊳	yy
𰊶	tw wt
𰊷	tm
𰊼	tf
𰊽	ht ts
𰊾	th
𰊿	tw yt
𰋀	tj
𰋂	ty
𰋉	ua
𰋋	jd ud
𰋌	ug
𰋍	ku
𰋎	wu
𰋏	gw wk
𰋔	dt xt
𰋕	dz
𰋖	ld
𰋙	dk kd
𰋛	di
𰋜	di
𰋞	dv
𰋟	tt
𰋠	at rt
𰋢	dn
𰋣	uu
𰋤	dp
𰋧	hd
𰋨	pd
𰋩	da tt
𰋫	dd
𰋬	gt
𰋮	dg tg
𰋰	tz
𰋲	dp
𰋵	nd
𰋶	nl
𰋷	dn nb
𰋸	ny
𰋹	nv
𰋻	na
𰋼	ny
𰋽	ny yn
𰋾	nb
𰋿	nb
𰌀	cn
𰌁	nj
𰌂	nv
𰌄	nd
𰌅	bn nb
𰌆	nv vn
𰌇	nz
𰌈	nv
𰌉	nm
𰌋	nm
𰌌	nq jn
𰌍	ny
𰌎	nt
𰌏	ng
𰌑	bn nb
𰌒	nx
𰌔	nl
𰌖	nm
𰌗	hm
𰌙	nl
𰌚	an na
𰌞	ez zb
𰌡	zp
𰌢	zi
𰌦	zy
𰌧	ze
𰌨	zx
𰌩	lz zl
𰌭	zy
𰌰	gx
𰌱	uz zz
𰌲	xd
𰌴	bs
𰌵	bi
𰌷	bw
𰌸	by
𰌻	bz
𰌽	br
𰌾	bv
𰌿	bg
𰍀	bv
𰍁	wn
𰍂	bu
𰍄	bf
𰍅	bq
𰍇	bm
𰍈	bd
𰍉	bl
𰍋	bx
𰍍	bq
𰍎	bb fd
𰍏	by
𰍐	bp
𰍒	bm
𰍓	bb
𰍔	bg
𰍕	bp
𰍖	by
𰍗	bm
𰍘	bz
𰍙	by
𰍚	al
𰍜	bj
𰍝	bx
𰍟	bg
𰍠	aq
𰍢	rr
𰍥	ss
𰍨	ad
𰍪	vx xv
𰍬	yu
𰍭	wu
𰍮	ya
𰍰	ua
𰍱	uv
𰍴	ny
𰍶	ux
𰍷	ux
𰍸	uj
𰍹	ui
𰍻	ut
𰍽	ub
𰍾	uu
𰍿	uc
𰎂	nw
𰎄	wl
𰎈	cg
𰎊	uq qu
𰎌	uc
𰎍	uy
𰎎	ul
𰎏	ud
𰎐	ul
𰎑	uy
𰎓	uy
𰎔	uy
𰎕	db
𰎖	uz
𰎗	uy
𰎙	uj
𰎛	uh
𰎜	uj
𰎝	uj
𰎞	un
𰎟	uj
𰎠	uy
𰎡	ud
𰎢	uw
𰎤	ur
𰎦	uo
𰎨	hu uw
𰎪	uo
𰎫	uy
𰎬	ub bu
𰎭	ul
𰎮	ux
𰎯	un
𰎰	ux
𰎱	ub
𰎴	um
𰎵	un uc
𰎶	un uc
𰎷	uy
𰎹	ux
𰎻	uv
𰎼	uo
𰎽	ue
𰎾	uv
𰎿	uj
𰏁	uz
𰏂	uy
𰏃	ig
𰏆	zy
𰏈	gg
𰏋	gy
𰏏	js sj
𰏒	jj
𰏓	jw
𰏔	jk
𰏕	jj
𰏖	jf
𰏗	jj
𰏘	kb xb
𰏙	pk
𰏛	az jz
𰏜	jl
𰏝	bw
𰏞	jv vj
𰏟	jl
𰏡	bp
𰏤	cc
𰏦	pp
𰏩	gq jg
𰏮	gm xm
𰏰	ya
𰏱	yw
𰏲	gm
𰏳	gu
𰏴	gg
𰏶	gh
𰏷	gm
𰏼	gd
𰏽	gt
𰏿	gl
𰐀	gy
𰐁	gl
𰐃	dm
𰐄	dj
𰐇	cu uc
𰐉	bc cb
𰐌	cm mc
𰐍	gj jy
𰐎	gh yh
𰐏	gj yj
𰐐	gy yy
𰐑	gx yx
𰐒	go yo
𰐓	ge
𰐔	gd
𰐘	gl
𰐚	gy
𰐜	gd
𰐝	ff
𰐞	gx
𰐟	gm
𰐡	wh
𰐣	xl
𰐤	ua
𰐥	xf
𰐨	bp pb
𰐩	vp
𰐪	lp pl
𰐭	xb
𰐯	xd
𰐰	xs
𰐱	xu
𰐳	xy
𰐶	xv
𰐷	xm
𰐸	xt
𰐹	xt
𰐺	xy yx
𰐼	rx xr
𰐽	fx xf
𰐾	xg
𰐿	xy
𰑀	xa yx
𰑁	xv
𰑂	xg
𰑄	xl
𰑅	xc
𰑇	by
𰑈	bx xb
𰑉	kx xy
𰑊	xd
𰑋	jx xj
𰑌	xd
𰑐	xl
𰑑	bx xx
𰑒	bx xb
𰑔	vx xv
𰑕	xy yx
𰑖	xn
𰑗	bu
𰑘	xy
𰑙	xl
𰑚	xu
𰑛	xq
𰑝	xv xd
𰑞	xx
𰑟	gx xg
𰑢	ux xu
𰑤	xh
𰑥	xo
𰑧	vx xv
𰑪	xm
𰑫	xl
𰑬	xv
𰑭	ux xw
𰑯	xx
𰑰	xb
𰑱	xh
𰑳	xn
𰑴	qb
𰑵	dx xd
𰑶	xx
𰑸	gx
𰑺	xh
𰑻	lv
𰑼	bx xx
𰑾	xl
𰑿	xd
𰒀	xm
𰒂	xx
𰒃	fx xj
𰒆	xl
𰒇	xo
𰒈	xg
𰒋	xy
𰒌	ex xx
𰒍	tx xu
𰒎	xj
𰒑	xh
𰒒	vx xv
𰒕	xg
𰒖	vx xy
𰒘	uv xu
𰒙	xm
𰒝	ub
𰒟	xu
𰒡	xk
𰒢	xm
𰒣	bx xv
𰒦	gd
𰒧	gy
𰒨	gr
𰒩	gz
𰒪	dg gd
𰒫	go
𰒬	gc vg
𰒭	gz
𰒯	gy kg
𰒰	gg wg
𰒱	gi ig
𰒲	hh
𰒸	fe
𰒼	fs
𰒽	fw
𰒾	dd
𰒿	fp
𰓀	fy
𰓁	ub
𰓂	ug
𰓄	fi
𰓅	uu
𰓆	fw
𰓉	uw wu
𰓊	fb
𰓋	fa
𰓌	fk
𰓍	ug
𰓓	fu
𰓔	fu
𰓕	ft
𰓗	fy
𰓘	fg
𰓙	uy yu
𰓜	fj
𰓝	fu
𰓞	fv
𰓟	fz
𰓠	fy
𰓡	fy
𰓢	fd
𰓣	fi
𰓧	fs
𰓨	fm
𰓩	fi
𰓬	fl
𰓭	fx
𰓯	uu
𰓱	fj
𰓳	fj
𰓴	fy
𰓷	fr
𰓸	fq
𰓹	fd
𰓻	fg
𰓼	fv
𰓾	fu
𰔁	fx
𰔂	fd
𰔄	iu ui
𰔇	fd
𰔈	fz
𰔉	fm
𰔋	fg
𰔍	vv
𰔏	fy
𰔓	fp
𰔕	tu uu
𰔗	vj
𰔘	fy
𰔙	ub
𰔛	fl
𰔜	fu
𰔞	fm
𰔡	fl
𰔢	fp
𰔤	fj
𰔥	dd
𰔦	fu
𰔧	fv
𰔨	fq
𰔩	km
𰔪	fi
𰔫	fd
𰔬	fx
𰔯	fb
𰔲	fq
𰔳	fd
𰔴	fg
𰔶	uy yu
𰔷	kb
𰔺	fd
𰔻	fi
𰔼	fs
𰔾	nt
𰕁	vx
𰕂	vq
𰕃	ap
𰕅	pq qp
𰕆	fp
𰕇	bw
𰕈	qw
𰕉	py yp
𰕊	fw
𰕋	pu up
𰕎	yw
𰕐	bp pb
𰕑	yw
𰕒	pt tp
𰕓	bw
𰕔	cw
𰕕	tw
𰕘	fp pf
𰕛	rw wr
𰕜	sw
𰕞	jb
𰕟	ju uj
𰕠	aj jo
𰕡	jy yj
𰕢	cj jd
𰕣	dj jd
𰕤	jv vj
𰕥	dj jr
𰕨	fv
𰕩	fx
𰕪	ff
𰕬	fz
𰕭	fh
𰕮	fr
𰕰	aw wp
𰕲	po
𰕶	ou
𰕺	od
𰕼	ou
𰕽	mo om
𰕾	oj uo
𰖁	ob
𰖃	oc ro
𰖄	oy
𰖆	io oi
𰖈	oy
𰖉	od
𰖋	or
𰖍	od
𰖎	oi
𰖖	op
𰖗	om ro
𰖘	og uo
𰖚	ol
𰖜	oz
𰖟	ol
𰖠	on
𰖡	oa
𰖢	oa
𰖥	oy yo
𰖦	oh
𰖨	vy
𰖩	ol
𰖫	fm
𰖬	od
𰖰	uq
𰖱	os
𰖲	oq qo
𰖴	co oc
𰖷	aa
𰖻	ol
𰖾	oi
𰖿	ow
𰗀	bo
𰗁	qv
𰗄	ob wo
𰗆	os so
𰗇	od
𰗉	oj
𰗋	oy
𰗌	oc
𰗍	ov
𰗏	yy
𰗐	wa
𰗑	my ym
𰗒	my
𰗓	mg
𰗕	md pm
𰗖	ml
𰗘	am md
𰗙	mi
𰗚	mx
𰗛	mf
𰗜	my ym
𰗝	ma
𰗡	mi
𰗢	mj
𰗣	wm
𰗦	mj
𰗨	mu
𰗫	mi
𰗬	mq
𰗯	mh
𰗲	mw
𰗵	mu
𰗶	mt
𰗷	xd
𰗹	ms
𰗺	mb
𰗻	mn
𰗼	mx
𰗿	my ym
𰘀	md
𰘁	mx
𰘂	ml
𰘅	ml
𰘈	mi
𰘉	ww
𰘊	gu
𰘋	gb
𰘍	mq
𰘑	lm ml
𰘒	mq qm
𰘓	cl
𰘕	my
𰘗	ma
𰘚	ll
𰘝	mp
𰘟	mp
𰘠	my
𰘡	mx xm
𰘢	mq
𰘣	mm
𰘥	mj
𰘦	wx
𰘩	mx
𰘭	mv vm
𰘯	ml
𰘳	ml
𰘴	mx
𰘵	mm
𰘶	ms
𰘸	mu
𰘻	cd dc
𰘼	dt
𰘽	mx
𰘾	lm ml
𰙂	ly
𰙄	mx rm
𰙆	lj mj
𰙇	uu
𰙈	mk rm
𰙉	ll
𰙊	jq qu
𰙋	qw wq
𰙌	kq
𰙍	qs tq
𰙎	qq
𰙐	bq qa
𰙑	qs sq
𰙒	qm uq
𰙓	qi rq
𰙔	qk vq
𰙕	lq ql
𰙖	fq qh
𰙘	qc rq
𰙙	qh wq
𰙛	vd
𰙜	rv vr
𰙝	vw
𰙞	vt
𰙟	jv vj
𰙢	pv vp
𰙣	vm
𰙥	cf
𰙦	gv vu
𰙧	kv vk
𰙨	vy yv
𰙩	rv vr
𰙪	wv
𰙫	vx
𰙬	lv vl
𰙮	bv vb
𰙯	vd
𰙰	vu
𰙱	vu
𰙲	dv vd
𰙳	jv vj
𰙴	gv vg
𰙷	vg wv
𰙸	vv
𰙺	vv vy
𰙽	da
𰙾	dq
𰚁	dv
𰚂	dl
𰚃	du ju
𰚄	ju ux
𰚅	ju uj
𰚆	lu ul
𰚇	ug wu
𰚈	hu uh
𰚉	tu uc
𰚊	uy yu
𰚎	mb
𰚏	bm mb
𰚑	mf
𰚒	mu
𰚓	my
𰚔	mn nm
𰚕	mv
𰚖	gm mg
𰚗	bm mb
𰚘	mb
𰚙	ml
𰚛	mc
𰚜	mf
𰚝	my
𰚞	mq qm
𰚟	mc
𰚠	zm
𰚡	mz
𰚢	lm mk
𰚣	mm
𰚤	mt xm
𰚥	hm mi
𰚦	lm ml
𰚧	mm
𰚨	lm ml
𰚩	im mc
𰚪	jm mj
𰚬	mb
𰚭	mg ym
𰚮	mm mu
𰚰	lm mw
𰚱	gm mg
𰚳	mm wc
𰚴	mn
𰚵	mg mx
𰚶	mn nm
𰚷	ja
𰚸	ym
𰚹	ym
𰚺	iu ud
𰚻	qb
𰚼	qy
𰚾	qw
𰚿	qo
𰛁	qg
𰛂	qm
𰛃	fo fr
𰛅	ap
𰛆	pu
𰛉	dm
𰛊	dm
𰛌	dl
𰛍	dy
𰛎	df
𰛏	dc
𰛐	uq
𰛑	da
𰛒	dd
𰛓	dd
𰛔	dd
𰛖	du
𰛙	ou
𰛚	dc
𰛛	du
𰛟	da
𰛠	ds
𰛡	db
𰛢	dz
𰛣	uv vu
𰛤	dj
𰛥	dq
𰛦	ds
𰛧	dx
𰛩	di
𰛪	ud wu
𰛫	dp
𰛬	dv
𰛭	db
𰛮	dl
𰛲	dq
𰛳	dv
𰛴	dz
𰛵	dx
𰛶	dz
𰛷	de
𰛸	dv
𰛹	dw
𰛺	dy
𰛻	dl
𰛼	uy
𰛽	dd
𰛿	dy
𰜀	dk
𰜂	yu
𰜄	dp
𰜅	ku uk
𰜈	dt
𰜉	hu uh
𰜍	dq
𰜎	dl
𰜐	dl
𰜒	dv
𰜓	dc
𰜔	do
𰜕	mm
𰜖	rm
𰜘	dm
𰜙	dl
𰜚	ha
𰜛	da
𰜜	dq
𰜝	dy
𰜞	dy
𰜟	dq
𰜢	dh
𰜣	dy
𰜤	dq
𰜥	dq
𰜦	dv
𰜨	dj
𰜪	do
𰜬	dd
𰜭	dk
𰜮	de
𰜰	dy uy
𰜱	dv
𰜲	dh
𰜳	dy
𰜴	df
𰜵	dt
